Node: gpu001.aire.lee.alces.network
CUDA devices:
Thu Feb 12 11:54:06 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 560.35.03              Driver Version: 560.35.03      CUDA Version: 12.6     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA L40S                    On  |   00000000:C4:00.0 Off |                    0 |
| N/A   35C    P8             34W /  350W |       1MiB /  46068MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
[621/2200] Done: Predicted=PHISHING
[622/2200] Done: Predicted=PHISHING
[623/2200] Done: Predicted=LEGITIMATE
[624/2200] Done: Predicted=LEGITIMATE
[625/2200] Done: Predicted=PHISHING
[626/2200] Done: Predicted=PHISHING
[627/2200] Done: Predicted=PHISHING
[628/2200] Done: Predicted=PHISHING
[629/2200] Done: Predicted=PHISHING
[630/2200] Done: Predicted=PHISHING
[631/2200] Done: Predicted=LEGITIMATE
[632/2200] Done: Predicted=LEGITIMATE
[633/2200] Done: Predicted=PHISHING
[634/2200] Done: Predicted=PHISHING
[635/2200] Done: Predicted=LEGITIMATE
[636/2200] Done: Predicted=PHISHING
[637/2200] Done: Predicted=PHISHING
[638/2200] Done: Predicted=LEGITIMATE
[639/2200] Done: Predicted=LEGITIMATE
[640/2200] Done: Predicted=PHISHING
[641/2200] Done: Predicted=LEGITIMATE
[642/2200] Done: Predicted=PHISHING
[643/2200] Done: Predicted=PHISHING
[644/2200] Done: Predicted=LEGITIMATE
[645/2200] Done: Predicted=PHISHING
[646/2200] Done: Predicted=LEGITIMATE
[647/2200] Done: Predicted=LEGITIMATE
[648/2200] Done: Predicted=PHISHING
[649/2200] Done: Predicted=PHISHING
[650/2200] Done: Predicted=LEGITIMATE
[651/2200] Done: Predicted=LEGITIMATE
[652/2200] Done: Predicted=LEGITIMATE
[653/2200] Done: Predicted=PHISHING
[654/2200] Done: Predicted=LEGITIMATE
[655/2200] Done: Predicted=PHISHING
[656/2200] Done: Predicted=PHISHING
[657/2200] Done: Predicted=LEGITIMATE
[658/2200] Done: Predicted=LEGITIMATE
[659/2200] Done: Predicted=PHISHING
[660/2200] Done: Predicted=PHISHING
[661/2200] Done: Predicted=PHISHING
[662/2200] Done: Predicted=PHISHING
[663/2200] Done: Predicted=PHISHING
[664/2200] Done: Predicted=LEGITIMATE
[665/2200] Done: Predicted=LEGITIMATE
[666/2200] Done: Predicted=PHISHING
[667/2200] Done: Predicted=PHISHING
[668/2200] Done: Predicted=LEGITIMATE
[669/2200] Done: Predicted=PHISHING
[670/2200] Done: Predicted=PHISHING
[671/2200] Done: Predicted=PHISHING
[672/2200] Done: Predicted=LEGITIMATE
[673/2200] Done: Predicted=PHISHING
[674/2200] Done: Predicted=PHISHING
[675/2200] Done: Predicted=PHISHING
[676/2200] Done: Predicted=PHISHING
[677/2200] Done: Predicted=PHISHING
[678/2200] Done: Predicted=PHISHING
[679/2200] Done: Predicted=LEGITIMATE
[680/2200] Done: Predicted=PHISHING
[681/2200] Done: Predicted=PHISHING
[682/2200] Done: Predicted=LEGITIMATE
[683/2200] Done: Predicted=PHISHING
[684/2200] Done: Predicted=PHISHING
[685/2200] Done: Predicted=LEGITIMATE
[686/2200] Done: Predicted=PHISHING
[687/2200] Done: Predicted=LEGITIMATE
[688/2200] Done: Predicted=LEGITIMATE
[689/2200] Done: Predicted=LEGITIMATE
[690/2200] Done: Predicted=LEGITIMATE
[691/2200] Done: Predicted=PHISHING
[692/2200] Done: Predicted=PHISHING
[693/2200] Done: Predicted=LEGITIMATE
[694/2200] Done: Predicted=PHISHING
[695/2200] Done: Predicted=LEGITIMATE
[696/2200] Done: Predicted=PHISHING
[697/2200] Done: Predicted=PHISHING
[698/2200] Done: Predicted=PHISHING
[699/2200] Done: Predicted=PHISHING
[700/2200] Done: Predicted=PHISHING
[701/2200] Done: Predicted=PHISHING
[702/2200] Done: Predicted=PHISHING
[703/2200] Done: Predicted=LEGITIMATE
[704/2200] Done: Predicted=PHISHING
[705/2200] Done: Predicted=PHISHING
[706/2200] Done: Predicted=LEGITIMATE
[707/2200] Done: Predicted=PHISHING
[708/2200] Done: Predicted=PHISHING
[709/2200] Done: Predicted=LEGITIMATE
[710/2200] Done: Predicted=LEGITIMATE
[711/2200] Done: Predicted=LEGITIMATE
[712/2200] Done: Predicted=PHISHING
[713/2200] Done: Predicted=PHISHING
[714/2200] Done: Predicted=LEGITIMATE
[715/2200] Done: Predicted=PHISHING
[716/2200] Done: Predicted=PHISHING
[717/2200] Done: Predicted=PHISHING
[718/2200] Done: Predicted=LEGITIMATE
[719/2200] Done: Predicted=PHISHING
[720/2200] Done: Predicted=PHISHING
[721/2200] Done: Predicted=PHISHING
[722/2200] Done: Predicted=LEGITIMATE
[723/2200] Done: Predicted=LEGITIMATE
[724/2200] Done: Predicted=PHISHING
[725/2200] Done: Predicted=PHISHING
[726/2200] Done: Predicted=PHISHING
[727/2200] Done: Predicted=LEGITIMATE
[728/2200] Done: Predicted=PHISHING
[729/2200] Done: Predicted=LEGITIMATE
[730/2200] Done: Predicted=PHISHING
[731/2200] Done: Predicted=LEGITIMATE
[732/2200] Done: Predicted=PHISHING
[733/2200] Done: Predicted=PHISHING
[734/2200] Done: Predicted=LEGITIMATE
[735/2200] Done: Predicted=PHISHING
[736/2200] Done: Predicted=PHISHING
[737/2200] Done: Predicted=PHISHING
[738/2200] Done: Predicted=PHISHING
[739/2200] Done: Predicted=PHISHING
[740/2200] Done: Predicted=PHISHING
[741/2200] Done: Predicted=PHISHING
[742/2200] Done: Predicted=PHISHING
[743/2200] Done: Predicted=LEGITIMATE
[744/2200] Done: Predicted=LEGITIMATE
[745/2200] Done: Predicted=LEGITIMATE
[746/2200] Done: Predicted=PHISHING
[747/2200] Done: Predicted=PHISHING
[748/2200] Done: Predicted=PHISHING
[749/2200] Done: Predicted=LEGITIMATE
[750/2200] Done: Predicted=LEGITIMATE
[751/2200] Done: Predicted=PHISHING
[752/2200] Done: Predicted=PHISHING
[753/2200] Done: Predicted=LEGITIMATE
[754/2200] Done: Predicted=LEGITIMATE
[755/2200] Done: Predicted=LEGITIMATE
[756/2200] Done: Predicted=PHISHING
[757/2200] Done: Predicted=PHISHING
[758/2200] Done: Predicted=PHISHING
[759/2200] Done: Predicted=PHISHING
[760/2200] Done: Predicted=PHISHING
[761/2200] Done: Predicted=PHISHING
[762/2200] Done: Predicted=LEGITIMATE
[763/2200] Done: Predicted=LEGITIMATE
[764/2200] Done: Predicted=LEGITIMATE
[765/2200] Done: Predicted=PHISHING
[766/2200] Done: Predicted=PHISHING
[767/2200] Done: Predicted=LEGITIMATE
[768/2200] Done: Predicted=LEGITIMATE
[769/2200] Done: Predicted=PHISHING
[770/2200] Done: Predicted=PHISHING
[771/2200] Done: Predicted=LEGITIMATE
[772/2200] Done: Predicted=PHISHING
[773/2200] Done: Predicted=LEGITIMATE
[774/2200] Done: Predicted=LEGITIMATE
[775/2200] Done: Predicted=PHISHING
[776/2200] Done: Predicted=PHISHING
[777/2200] Done: Predicted=PHISHING
[778/2200] Done: Predicted=PHISHING
[779/2200] Done: Predicted=PHISHING
[780/2200] Done: Predicted=PHISHING
[781/2200] Done: Predicted=PHISHING
[782/2200] Done: Predicted=PHISHING
[783/2200] Done: Predicted=PHISHING
[784/2200] Done: Predicted=PHISHING
[785/2200] Done: Predicted=PHISHING
[786/2200] Done: Predicted=PHISHING
[787/2200] Done: Predicted=LEGITIMATE
[788/2200] Done: Predicted=LEGITIMATE
[789/2200] Done: Predicted=PHISHING
[790/2200] Done: Predicted=PHISHING
[791/2200] Done: Predicted=PHISHING
[792/2200] Done: Predicted=PHISHING
[793/2200] Done: Predicted=LEGITIMATE
[794/2200] Done: Predicted=LEGITIMATE
[795/2200] Done: Predicted=LEGITIMATE
[796/2200] Done: Predicted=PHISHING
[797/2200] Done: Predicted=PHISHING
[798/2200] Done: Predicted=LEGITIMATE
[799/2200] Done: Predicted=PHISHING
[800/2200] Done: Predicted=PHISHING
[801/2200] Done: Predicted=PHISHING
[802/2200] Done: Predicted=PHISHING
[803/2200] Done: Predicted=PHISHING
[804/2200] Done: Predicted=PHISHING
[805/2200] Done: Predicted=PHISHING
[806/2200] Done: Predicted=PHISHING
[807/2200] Done: Predicted=PHISHING
[808/2200] Done: Predicted=PHISHING
[809/2200] Done: Predicted=PHISHING
[810/2200] Done: Predicted=PHISHING
[811/2200] Done: Predicted=PHISHING
[812/2200] Done: Predicted=LEGITIMATE
[813/2200] Done: Predicted=LEGITIMATE
[814/2200] Done: Predicted=None
[815/2200] Done: Predicted=PHISHING
[816/2200] Done: Predicted=PHISHING
[817/2200] Done: Predicted=LEGITIMATE
[818/2200] Done: Predicted=LEGITIMATE
[819/2200] Done: Predicted=PHISHING
[820/2200] Done: Predicted=LEGITIMATE
[821/2200] Done: Predicted=LEGITIMATE
[822/2200] Done: Predicted=PHISHING
[823/2200] Done: Predicted=PHISHING
[824/2200] Done: Predicted=PHISHING
[825/2200] Done: Predicted=PHISHING
[826/2200] Done: Predicted=LEGITIMATE
[827/2200] Done: Predicted=PHISHING
[828/2200] Done: Predicted=PHISHING
[829/2200] Done: Predicted=PHISHING
[830/2200] Done: Predicted=LEGITIMATE
[831/2200] Done: Predicted=LEGITIMATE
[832/2200] Done: Predicted=PHISHING
[833/2200] Done: Predicted=PHISHING
[834/2200] Done: Predicted=PHISHING
[835/2200] Done: Predicted=LEGITIMATE
[836/2200] Done: Predicted=PHISHING
[837/2200] Done: Predicted=PHISHING
[838/2200] Done: Predicted=LEGITIMATE
[839/2200] Done: Predicted=PHISHING
[840/2200] Done: Predicted=PHISHING
[841/2200] Done: Predicted=PHISHING
[842/2200] Done: Predicted=PHISHING
[843/2200] Done: Predicted=LEGITIMATE
[844/2200] Done: Predicted=PHISHING
[845/2200] Done: Predicted=LEGITIMATE
[846/2200] Done: Predicted=PHISHING
[847/2200] Done: Predicted=PHISHING
[848/2200] Done: Predicted=PHISHING
[849/2200] Done: Predicted=LEGITIMATE
[850/2200] Done: Predicted=PHISHING
[851/2200] Done: Predicted=PHISHING
[852/2200] Done: Predicted=PHISHING
[853/2200] Done: Predicted=LEGITIMATE
[854/2200] Done: Predicted=PHISHING
[855/2200] Done: Predicted=LEGITIMATE
[856/2200] Done: Predicted=PHISHING
[857/2200] Done: Predicted=LEGITIMATE
[858/2200] Done: Predicted=LEGITIMATE
[859/2200] Done: Predicted=LEGITIMATE
[860/2200] Done: Predicted=LEGITIMATE
[861/2200] Done: Predicted=PHISHING
[862/2200] Done: Predicted=PHISHING
[863/2200] Done: Predicted=PHISHING
[864/2200] Done: Predicted=PHISHING
[865/2200] Done: Predicted=LEGITIMATE
[866/2200] Done: Predicted=PHISHING
[867/2200] Done: Predicted=PHISHING
[868/2200] Done: Predicted=PHISHING
[869/2200] Done: Predicted=PHISHING
[870/2200] Done: Predicted=LEGITIMATE
[871/2200] Done: Predicted=LEGITIMATE
[872/2200] Done: Predicted=PHISHING
[873/2200] Done: Predicted=PHISHING
[874/2200] Done: Predicted=PHISHING
[875/2200] Done: Predicted=LEGITIMATE
[876/2200] Done: Predicted=PHISHING
[877/2200] Done: Predicted=LEGITIMATE
[878/2200] Done: Predicted=PHISHING
[879/2200] Done: Predicted=LEGITIMATE
[880/2200] Done: Predicted=PHISHING
[881/2200] Done: Predicted=LEGITIMATE
[882/2200] Done: Predicted=PHISHING
[883/2200] Done: Predicted=PHISHING
[884/2200] Done: Predicted=PHISHING
[885/2200] Done: Predicted=PHISHING
[886/2200] Done: Predicted=PHISHING
[887/2200] Done: Predicted=PHISHING
[888/2200] Done: Predicted=LEGITIMATE
[889/2200] Done: Predicted=LEGITIMATE
[890/2200] Done: Predicted=PHISHING
[891/2200] Done: Predicted=LEGITIMATE
[892/2200] Done: Predicted=LEGITIMATE
[893/2200] Done: Predicted=LEGITIMATE
[894/2200] Done: Predicted=PHISHING
[895/2200] Done: Predicted=PHISHING
[896/2200] Done: Predicted=PHISHING
[897/2200] Done: Predicted=PHISHING
[898/2200] Done: Predicted=PHISHING
[899/2200] Done: Predicted=LEGITIMATE
[900/2200] Done: Predicted=PHISHING
[901/2200] Done: Predicted=PHISHING
[902/2200] Done: Predicted=LEGITIMATE
[903/2200] Done: Predicted=PHISHING
[904/2200] Done: Predicted=LEGITIMATE
[905/2200] Done: Predicted=LEGITIMATE
[906/2200] Done: Predicted=PHISHING
[907/2200] Done: Predicted=LEGITIMATE
[908/2200] Done: Predicted=LEGITIMATE
[909/2200] Done: Predicted=LEGITIMATE
[910/2200] Done: Predicted=LEGITIMATE
[911/2200] Done: Predicted=LEGITIMATE
[912/2200] Done: Predicted=PHISHING
[913/2200] Done: Predicted=LEGITIMATE
[914/2200] Done: Predicted=PHISHING
[915/2200] Done: Predicted=PHISHING
[916/2200] Done: Predicted=LEGITIMATE
[917/2200] Done: Predicted=PHISHING
[918/2200] Done: Predicted=PHISHING
[919/2200] Done: Predicted=LEGITIMATE
[920/2200] Done: Predicted=LEGITIMATE
[921/2200] Done: Predicted=LEGITIMATE
[922/2200] Done: Predicted=PHISHING
[923/2200] Done: Predicted=PHISHING
[924/2200] Done: Predicted=LEGITIMATE
[925/2200] Done: Predicted=LEGITIMATE
[926/2200] Done: Predicted=PHISHING
[927/2200] Done: Predicted=LEGITIMATE
[928/2200] Done: Predicted=LEGITIMATE
[929/2200] Done: Predicted=PHISHING
[930/2200] Done: Predicted=LEGITIMATE
[931/2200] Done: Predicted=PHISHING
[932/2200] Done: Predicted=PHISHING
[933/2200] Done: Predicted=PHISHING
[934/2200] Done: Predicted=LEGITIMATE
[935/2200] Done: Predicted=PHISHING
[936/2200] Done: Predicted=LEGITIMATE
[937/2200] Done: Predicted=None
[938/2200] Done: Predicted=LEGITIMATE
[939/2200] Done: Predicted=PHISHING
[940/2200] Done: Predicted=LEGITIMATE
[941/2200] Done: Predicted=LEGITIMATE
[942/2200] Done: Predicted=PHISHING
[943/2200] Done: Predicted=LEGITIMATE
[944/2200] Done: Predicted=LEGITIMATE
[945/2200] Done: Predicted=PHISHING
[946/2200] Done: Predicted=LEGITIMATE
[947/2200] Done: Predicted=LEGITIMATE
[948/2200] Done: Predicted=PHISHING
[949/2200] Done: Predicted=LEGITIMATE
[950/2200] Done: Predicted=PHISHING
[951/2200] Done: Predicted=LEGITIMATE
[952/2200] Done: Predicted=LEGITIMATE
[953/2200] Done: Predicted=PHISHING
[954/2200] Done: Predicted=PHISHING
[955/2200] Done: Predicted=PHISHING
[956/2200] Done: Predicted=PHISHING
[957/2200] Done: Predicted=PHISHING
[958/2200] Done: Predicted=LEGITIMATE
[959/2200] Done: Predicted=PHISHING
[960/2200] Done: Predicted=PHISHING
[961/2200] Done: Predicted=PHISHING
[962/2200] Done: Predicted=PHISHING
[963/2200] Done: Predicted=PHISHING
[964/2200] Done: Predicted=LEGITIMATE
[965/2200] Done: Predicted=LEGITIMATE
[966/2200] Done: Predicted=LEGITIMATE
[967/2200] Done: Predicted=LEGITIMATE
[968/2200] Done: Predicted=LEGITIMATE
[969/2200] Done: Predicted=PHISHING
[970/2200] Done: Predicted=PHISHING
[971/2200] Done: Predicted=LEGITIMATE
[972/2200] Done: Predicted=PHISHING
[973/2200] Done: Predicted=PHISHING
[974/2200] Done: Predicted=PHISHING
[975/2200] Done: Predicted=PHISHING
[976/2200] Done: Predicted=LEGITIMATE
[977/2200] Done: Predicted=LEGITIMATE
[978/2200] Done: Predicted=PHISHING
[979/2200] Done: Predicted=PHISHING
[980/2200] Done: Predicted=PHISHING
[981/2200] Done: Predicted=PHISHING
[982/2200] Done: Predicted=PHISHING
[983/2200] Done: Predicted=LEGITIMATE
[984/2200] Done: Predicted=LEGITIMATE
[985/2200] Done: Predicted=PHISHING
[986/2200] Done: Predicted=PHISHING
[987/2200] Done: Predicted=PHISHING
[988/2200] Done: Predicted=LEGITIMATE
[989/2200] Done: Predicted=PHISHING
[990/2200] Done: Predicted=LEGITIMATE
[991/2200] Done: Predicted=PHISHING
[992/2200] Done: Predicted=PHISHING
[993/2200] Done: Predicted=PHISHING
[994/2200] Done: Predicted=PHISHING
[995/2200] Done: Predicted=LEGITIMATE
[996/2200] Done: Predicted=PHISHING
[997/2200] Done: Predicted=PHISHING
[998/2200] Done: Predicted=PHISHING
[999/2200] Done: Predicted=LEGITIMATE
[1000/2200] Done: Predicted=LEGITIMATE
[1001/2200] Done: Predicted=PHISHING
[1002/2200] Done: Predicted=LEGITIMATE
[1003/2200] Done: Predicted=PHISHING
[1004/2200] Done: Predicted=PHISHING
[1005/2200] Done: Predicted=PHISHING
[1006/2200] Done: Predicted=PHISHING
[1007/2200] Done: Predicted=PHISHING
[1008/2200] Done: Predicted=PHISHING
[1009/2200] Done: Predicted=PHISHING
[1010/2200] Done: Predicted=PHISHING
[1011/2200] Done: Predicted=LEGITIMATE
[1012/2200] Done: Predicted=LEGITIMATE
[1013/2200] Done: Predicted=PHISHING
[1014/2200] Done: Predicted=LEGITIMATE
[1015/2200] Done: Predicted=PHISHING
[1016/2200] Done: Predicted=LEGITIMATE
[1017/2200] Done: Predicted=PHISHING
[1018/2200] Done: Predicted=LEGITIMATE
[1019/2200] Done: Predicted=PHISHING
[1020/2200] Done: Predicted=LEGITIMATE
[1021/2200] Done: Predicted=PHISHING
[1022/2200] Done: Predicted=PHISHING
[1023/2200] Done: Predicted=PHISHING
[1024/2200] Done: Predicted=LEGITIMATE
[1025/2200] Done: Predicted=LEGITIMATE
[1026/2200] Done: Predicted=PHISHING
[1027/2200] Done: Predicted=PHISHING
[1028/2200] Done: Predicted=LEGITIMATE
[1029/2200] Done: Predicted=None
[1030/2200] Done: Predicted=LEGITIMATE
[1031/2200] Done: Predicted=LEGITIMATE
[1032/2200] Done: Predicted=PHISHING
[1033/2200] Done: Predicted=PHISHING
[1034/2200] Done: Predicted=PHISHING
[1035/2200] Done: Predicted=LEGITIMATE
[1036/2200] Done: Predicted=PHISHING
[1037/2200] Done: Predicted=PHISHING
[1038/2200] Done: Predicted=PHISHING
[1039/2200] Done: Predicted=PHISHING
[1040/2200] Done: Predicted=PHISHING
[1041/2200] Done: Predicted=PHISHING
[1042/2200] Done: Predicted=PHISHING
[1043/2200] Done: Predicted=PHISHING
[1044/2200] Done: Predicted=LEGITIMATE
[1045/2200] Done: Predicted=LEGITIMATE
[1046/2200] Done: Predicted=PHISHING
[1047/2200] Done: Predicted=PHISHING
[1048/2200] Done: Predicted=PHISHING
[1049/2200] Done: Predicted=PHISHING
[1050/2200] Done: Predicted=PHISHING
[1051/2200] Done: Predicted=PHISHING
[1052/2200] Done: Predicted=PHISHING
[1053/2200] Done: Predicted=PHISHING
[1054/2200] Done: Predicted=LEGITIMATE
[1055/2200] Done: Predicted=LEGITIMATE
[1056/2200] Done: Predicted=LEGITIMATE
[1057/2200] Done: Predicted=LEGITIMATE
[1058/2200] Done: Predicted=PHISHING
[1059/2200] Done: Predicted=PHISHING
[1060/2200] Done: Predicted=LEGITIMATE
[1061/2200] Done: Predicted=LEGITIMATE
[1062/2200] Done: Predicted=PHISHING
[1063/2200] Done: Predicted=PHISHING
[1064/2200] Done: Predicted=PHISHING
[1065/2200] Done: Predicted=PHISHING
[1066/2200] Done: Predicted=PHISHING
[1067/2200] Done: Predicted=PHISHING
[1068/2200] Done: Predicted=LEGITIMATE
[1069/2200] Done: Predicted=PHISHING
[1070/2200] Done: Predicted=PHISHING
[1071/2200] Done: Predicted=LEGITIMATE
[1072/2200] Done: Predicted=PHISHING
[1073/2200] Done: Predicted=PHISHING
[1074/2200] Done: Predicted=PHISHING
[1075/2200] Done: Predicted=PHISHING
[1076/2200] Done: Predicted=LEGITIMATE
[1077/2200] Done: Predicted=LEGITIMATE
[1078/2200] Done: Predicted=PHISHING
[1079/2200] Done: Predicted=PHISHING
[1080/2200] Done: Predicted=LEGITIMATE
[1081/2200] Done: Predicted=PHISHING
[1082/2200] Done: Predicted=LEGITIMATE
[1083/2200] Done: Predicted=LEGITIMATE
[1084/2200] Done: Predicted=LEGITIMATE
[1085/2200] Done: Predicted=PHISHING
[1086/2200] Done: Predicted=LEGITIMATE
[1087/2200] Done: Predicted=LEGITIMATE
[1088/2200] Done: Predicted=PHISHING
[1089/2200] Done: Predicted=PHISHING
[1090/2200] Done: Predicted=PHISHING
[1091/2200] Done: Predicted=PHISHING
[1092/2200] Done: Predicted=PHISHING
[1093/2200] Done: Predicted=PHISHING
[1094/2200] Done: Predicted=PHISHING
[1095/2200] Done: Predicted=LEGITIMATE
[1096/2200] Done: Predicted=PHISHING
[1097/2200] Done: Predicted=LEGITIMATE
[1098/2200] Done: Predicted=PHISHING
[1099/2200] Done: Predicted=LEGITIMATE
[1100/2200] Done: Predicted=LEGITIMATE
[1101/2200] Done: Predicted=PHISHING
[1102/2200] Done: Predicted=PHISHING
[1103/2200] Done: Predicted=LEGITIMATE
[1104/2200] Done: Predicted=PHISHING
[1105/2200] Done: Predicted=PHISHING
[1106/2200] Done: Predicted=PHISHING
[1107/2200] Done: Predicted=PHISHING
[1108/2200] Done: Predicted=PHISHING
[1109/2200] Done: Predicted=PHISHING
[1110/2200] Done: Predicted=LEGITIMATE
[1111/2200] Done: Predicted=PHISHING
[1112/2200] Done: Predicted=PHISHING
[1113/2200] Done: Predicted=LEGITIMATE
[1114/2200] Done: Predicted=PHISHING
[1115/2200] Done: Predicted=PHISHING
[1116/2200] Done: Predicted=LEGITIMATE
[1117/2200] Done: Predicted=PHISHING
[1118/2200] Done: Predicted=PHISHING
[1119/2200] Done: Predicted=LEGITIMATE
[1120/2200] Done: Predicted=PHISHING
[1121/2200] Done: Predicted=LEGITIMATE
[1122/2200] Done: Predicted=PHISHING
[1123/2200] Done: Predicted=LEGITIMATE
[1124/2200] Done: Predicted=LEGITIMATE
[1125/2200] Done: Predicted=PHISHING
[1126/2200] Done: Predicted=LEGITIMATE
[1127/2200] Done: Predicted=LEGITIMATE
[1128/2200] Done: Predicted=LEGITIMATE
[1129/2200] Done: Predicted=LEGITIMATE
[1130/2200] Done: Predicted=LEGITIMATE
[1131/2200] Done: Predicted=LEGITIMATE
[1132/2200] Done: Predicted=LEGITIMATE
[1133/2200] Done: Predicted=PHISHING
[1134/2200] Done: Predicted=PHISHING
[1135/2200] Done: Predicted=LEGITIMATE
[1136/2200] Done: Predicted=LEGITIMATE
[1137/2200] Done: Predicted=PHISHING
[1138/2200] Done: Predicted=PHISHING
[1139/2200] Done: Predicted=LEGITIMATE
[1140/2200] Done: Predicted=LEGITIMATE
[1141/2200] Done: Predicted=PHISHING
[1142/2200] Done: Predicted=PHISHING
[1143/2200] Done: Predicted=PHISHING
[1144/2200] Done: Predicted=LEGITIMATE
[1145/2200] Done: Predicted=PHISHING
[1146/2200] Done: Predicted=LEGITIMATE
[1147/2200] Done: Predicted=PHISHING
[1148/2200] Done: Predicted=PHISHING
[1149/2200] Done: Predicted=LEGITIMATE
[1150/2200] Done: Predicted=LEGITIMATE
[1151/2200] Done: Predicted=PHISHING
[1152/2200] Done: Predicted=PHISHING
[1153/2200] Done: Predicted=PHISHING
[1154/2200] Done: Predicted=PHISHING
[1155/2200] Done: Predicted=PHISHING
[1156/2200] Done: Predicted=PHISHING
[1157/2200] Done: Predicted=PHISHING
[1158/2200] Done: Predicted=LEGITIMATE
[1159/2200] Done: Predicted=LEGITIMATE
[1160/2200] Done: Predicted=PHISHING
[1161/2200] Done: Predicted=LEGITIMATE
[1162/2200] Done: Predicted=PHISHING
[1163/2200] Done: Predicted=LEGITIMATE
[1164/2200] Done: Predicted=LEGITIMATE
[1165/2200] Done: Predicted=PHISHING
[1166/2200] Done: Predicted=PHISHING
[1167/2200] Done: Predicted=LEGITIMATE
[1168/2200] Done: Predicted=LEGITIMATE
[1169/2200] Done: Predicted=PHISHING
[1170/2200] Done: Predicted=PHISHING
[1171/2200] Done: Predicted=PHISHING
[1172/2200] Done: Predicted=LEGITIMATE
[1173/2200] Done: Predicted=LEGITIMATE
[1174/2200] Done: Predicted=PHISHING
[1175/2200] Done: Predicted=PHISHING
[1176/2200] Done: Predicted=LEGITIMATE
[1177/2200] Done: Predicted=PHISHING
[1178/2200] Done: Predicted=PHISHING
[1179/2200] Done: Predicted=LEGITIMATE
[1180/2200] Done: Predicted=PHISHING
[1181/2200] Done: Predicted=PHISHING
[1182/2200] Done: Predicted=PHISHING
[1183/2200] Done: Predicted=PHISHING
[1184/2200] Done: Predicted=LEGITIMATE
[1185/2200] Done: Predicted=LEGITIMATE
[1186/2200] Done: Predicted=PHISHING
[1187/2200] Done: Predicted=PHISHING
[1188/2200] Done: Predicted=PHISHING
[1189/2200] Done: Predicted=LEGITIMATE
[1190/2200] Done: Predicted=LEGITIMATE
[1191/2200] Done: Predicted=PHISHING
[1192/2200] Done: Predicted=PHISHING
[1193/2200] Done: Predicted=LEGITIMATE
[1194/2200] Done: Predicted=LEGITIMATE
[1195/2200] Done: Predicted=PHISHING
[1196/2200] Done: Predicted=PHISHING
[1197/2200] Done: Predicted=LEGITIMATE
[1198/2200] Done: Predicted=PHISHING
[1199/2200] Done: Predicted=PHISHING
[1200/2200] Done: Predicted=LEGITIMATE
[1201/2200] Done: Predicted=PHISHING
[1202/2200] Done: Predicted=PHISHING
[1203/2200] Done: Predicted=PHISHING
[1204/2200] Done: Predicted=PHISHING
[1205/2200] Done: Predicted=PHISHING
[1206/2200] Done: Predicted=PHISHING
